Hounslow West         ,             0.014265,             0.135657,           737.857409,           752.604559,
Hounslow Central      ,             0.024959,             0.135837,           767.743085,           748.643807,
Hounslow East         ,             0.038438,             0.135387,           788.987120,           758.365653,
Osterley              ,             0.046885,             0.135477,           800.509309,           783.930509,
Boston Manor          ,             0.054972,             0.135477,           854.879635,           832.539742,
Northfields           ,             0.062700,             0.135208,           875.043465,           847.662614,
South Ealing          ,             0.070788,             0.135477,           887.285790,           854.503913,
Acton Town            ,             0.083638,             0.135387,           949.217553,           870.706991,
Ealing Common         ,             0.078067,             0.151023,           936.975228,           890.870821,
North Ealing          ,             0.077438,             0.168456,           937.695365,           927.597796,
Park Royal            ,             0.077618,             0.176364,           938.415502,           955.683131,
Alperton              ,             0.078606,             0.191012,           897.367705,          1009.693389,
Sudbury Town          ,             0.078965,             0.200178,           853.799430,          1043.899886,
Sudbury Hill          ,             0.078426,             0.210152,           809.511018,          1061.183169,
South Harrow          ,             0.078336,             0.219408,           778.185068,          1081.346998,
Rayners Lane          ,             0.075551,             0.234864,           728.855699,          1121.314590,
Eastcote              ,             0.067912,             0.235224,           677.725988,          1123.475000,
Ruislip Manor         ,             0.060005,             0.234954,           646.400038,          1112.312880,
Ruislip               ,             0.052726,             0.234864,           622.995593,          1102.951102,
Ickenham              ,             0.034843,             0.235044,           574.746429,          1070.544947,
Hillingdon            ,             0.025408,             0.234595,           553.502394,          1035.618313,
Uxbridge              ,             0.015164,             0.234864,           497.691793,          1011.853799,
Hammersmith           ,             0.124885,             0.133141,          1076.681763,           839.020973,
Barons Court          ,             0.134590,             0.135657,          1102.966755,           828.939058,
Earls Court           ,             0.156965,             0.132961,          1140.413868,           835.420289,
Gloucester Road       ,             0.184733,             0.135477,          1167.418997,           843.701862,
South Kensington      ,             0.193090,             0.133141,          1178.941185,           844.782067,
Knightsbridge         ,             0.197942,             0.140869,          1217.468503,           868.186512,
Hyde Park Corner      ,             0.207378,             0.144284,          1231.151102,           878.628495,
Green Park            ,             0.220767,             0.144373,          1252.755205,           891.590957,
