Crime Rate by state (crimes per Years per People)
Alabama	0.034815000000000006
Alaska	0.04371100000000001
Arizona	0.034229
Arkansas	0.036335000000000006
California	0.029460000000000004
Colorado	0.030697000000000002
Connecticut	0.019979000000000004
Delaware	0.028940000000000004
Florida	0.029204000000000004
Georgia	0.032174
Hawaii	0.030801000000000002
Idaho	0.018618000000000003
Illinois	0.024502000000000006
Indiana	0.028159000000000003
Iowa	0.024187000000000004
Kansas	0.032139
Kentucky	0.023549000000000004
Louisiana	0.039238
Maine	0.016281
Maryland	0.027225000000000003
Massachusetts	0.01795
Michigan	0.022500000000000003
Minnesota	0.024298000000000004
Mississippi	0.030196
Missouri	0.033642
Montana	0.029687
Nebraska	0.025799000000000002
Nevada	0.031683
New Hampshire	0.015805
New Jersey	0.017843
New Mexico	0.047252
New York	0.018709000000000003
North Carolina	0.02909
North Dakota	0.024791000000000004
Ohio	0.027166000000000003
Oklahoma	0.033326
Oregon	0.032683000000000004
Pennsylvania	0.019627000000000002
Rhode Island	0.019838
South Carolina	0.037021000000000005
South Dakota	0.023098000000000004
Tennessee	0.035921
Texas	0.030015000000000003
Utah	0.030191000000000003
Vermont	0.016025
Virginia	0.020011000000000004
Washington	0.034781
West Virginia	0.022027
Wisconsin	0.021282
Wyoming	0.020679000000000003
