Latitude by state (AngularDegrees)
Alabama	32.78066773274687
Alaska	64.53325502228302
Arizona	34.328710239492224
Arkansas	34.90006710307509
California	37.28105574018539
Colorado	39.00014688081292
Connecticut	41.60433638903997
Delaware	38.96298211603413
Florida	28.66481239914666
Georgia	32.655995953676154
Hawaii	19.608027334596777
Idaho	44.39763809452522
Illinois	40.06701096951178
Indiana	39.90911044712073
Iowa	42.079783931683664
Kansas	38.4856996201788
Kentucky	37.526171421239084
Louisiana	31.054982270700837
Maine	45.36146863422974
Maryland	39.016534884757455
Massachusetts	42.24883192802069
Michigan	43.460212174370994
Minnesota	46.32345684644935
Mississippi	32.7402598983134
Missouri	38.37352016618482
Montana	47.04021063329052
Nebraska	41.52775208447308
Nevada	39.34008683239523
New Hampshire	43.67359217260562
New Jersey	40.18797225104717
New Mexico	34.42741407660169
New York	42.95693438016504
North Carolina	35.52877742497853
North Dakota	47.443370627853625
Ohio	40.278872453822444
Oklahoma	35.58709543698487
Oregon	43.93217218297954
Pennsylvania	40.87578136451641
Rhode Island	41.669424812226474
South Carolina	33.907688448479384
South Dakota	44.434954234164735
Tennessee	35.84720459354897
Texas	31.48178818314407
Utah	39.32431751897282
Vermont	44.071233917758384
Virginia	37.51336919099817
Washington	47.379328673432425
West Virginia	38.6347474475439
Wisconsin	44.63401817096603
Wyoming	43.000376307441236
