Area by state (Kilometers squared)
Alabama	135767.34509304035
Alaska	1.7233367679472624e6
Arizona	295233.5242836219
Arkansas	137731.7889150155
California	423967.4329145308
Colorado	269601.3598912749
Connecticut	14357.37894065824
Delaware	6445.768159895965
Florida	170311.66634301783
Georgia	153910.45526482633
Hawaii	28313.027415510376
Idaho	216442.57912329942
Illinois	149995.40333736135
Indiana	94326.19112383503
Iowa	145745.9010652325
Kansas	213099.97413794516
Kentucky	104655.70602490637
Louisiana	135658.74171159774
Maine	91633.11889671953
Maryland	32131.218967625016
Massachusetts	27335.736841884845
Michigan	250486.84359885
Minnesota	225162.77642214415
Mississippi	125437.72659244455
Missouri	180540.29602721534
Montana	380831.09546727716
Nebraska	200329.93416040912
Nevada	286379.71726812905
New Hampshire	24214.21842160515
New Jersey	22591.373311478364
New Mexico	314917.42356222315
New York	141296.7262497253
North Carolina	139390.96896834217
North Dakota	183107.8030407536
Ohio	116097.7244188914
Oklahoma	181037.24222592177
Oregon	254799.24114225025
Pennsylvania	119280.1956193598
Rhode Island	3139.065589727232
South Carolina	82932.67284720414
South Dakota	199728.69173048763
Tennessee	109153.10382903989
Texas	695661.6482382914
Utah	219881.90721463403
Vermont	24906.265834675036
Virginia	110786.54976050228
Washington	184660.8427913306
West Virginia	62755.53105289437
Wisconsin	169634.82216015563
Wyoming	253334.52516621203
